threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>80,ssp245,2076,0,19,1,16,0,0,5,5,0,24,10,6,11,7,25,9,8,0,0,0,0,18,0,16,0,0,5,5,0,24,10,6,11,6,25,9,8,0,0,0,0,2,0,3,0,0,1,1,0,4,2,1,2,1,4,2,1,0,0,0,0,11,0,8,0,0,5,5,0,8,5,6,6,6,9,5,8,0,0,0,0.0,9.0,0.0,5.33,0.0,0.0,5.0,5.0,0.0,6.0,5.0,6.0,5.5,6.0,6.25,4.5,8.0,0.0,0.0,0.0,7.3,5.5,0.0,19.500000000000007,7.15,5.5,0.0,18.60000000000001,1.2,1.0,0.0,3.1000000000000014,4.1,5.0,0.0,8.100000000000001,3.5789999999999997,5.0,0.0,6.4250000000000025
rzsm>0.9_pr>80,ssp245,2077,18,9,0,10,0,6,21,3,5,22,4,8,0,0,11,15,0,9,6,0,18,7,0,9,0,6,21,3,5,22,4,8,0,0,11,15,0,9,6,0,3,1,0,2,0,2,4,1,1,3,1,2,0,0,2,3,0,2,1,0,11,7,0,5,0,4,9,3,5,9,4,5,0,0,7,7,0,5,6,0,6.0,7.0,0.0,4.5,0.0,3.0,5.25,3.0,5.0,7.33,4.0,4.0,0.0,0.0,5.5,5.0,0.0,4.5,6.0,0.0,7.35,6.0,0.0,18.300000000000004,7.2,6.0,0.0,18.300000000000004,1.4,1.0,0.0,3.0,4.35,5.0,0.0,9.0,3.504,4.25,0.0,6.100000000000001
rzsm>0.9_pr>80,ssp245,2078,0,5,0,0,0,0,0,24,13,30,4,0,21,0,0,31,30,15,0,0,0,5,0,0,0,0,0,24,13,28,4,0,21,0,0,31,30,12,0,0,0,1,0,0,0,0,0,3,3,6,1,0,5,0,0,5,3,4,0,0,0,5,0,0,0,0,0,13,5,8,4,0,7,0,0,11,14,4,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,4.33,4.67,4.0,0.0,4.2,0.0,0.0,6.2,10.0,3.0,0.0,0.0,8.65,0.0,0.0,30.0,8.4,0.0,0.0,28.200000000000003,1.55,0.0,0.0,5.0,3.55,0.0,0.0,11.200000000000003,2.4699999999999998,0.0,0.0,6.380000000000003
rzsm>0.9_pr>80,ssp245,2079,8,6,5,20,0,0,0,0,0,17,34,0,0,17,0,0,56,4,6,0,7,4,5,20,0,0,0,0,0,17,34,0,0,17,0,0,56,4,6,0,1,2,1,4,0,0,0,0,0,2,4,0,0,5,0,0,4,1,1,0,7,2,5,7,0,0,0,0,0,13,19,0,0,5,0,0,33,4,6,0,7.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.0,0.0,3.4,0.0,0.0,14.0,4.0,6.0,0.0,8.65,2.0,0.0,21.40000000000002,8.5,2.0,0.0,21.40000000000002,1.25,0.5,0.0,4.0,5.05,1.0,0.0,13.600000000000009,3.17,1.0,0.0,8.5
rzsm>0.9_pr>80,ssp245,2080,1,0,0,0,0,8,0,9,0,0,28,0,4,0,14,2,133,26,0,0,0,0,0,0,0,7,0,8,0,0,27,0,4,0,13,2,132,26,0,0,0,0,0,0,0,1,0,1,0,0,7,0,1,0,3,1,4,5,0,0,0,0,0,0,0,7,0,8,0,0,7,0,4,0,6,2,118,8,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,3.86,0.0,4.0,0.0,4.33,2.0,33.0,5.2,0.0,0.0,11.25,0.0,0.0,26.200000000000003,10.95,0.0,0.0,26.1,1.15,0.0,0.0,4.100000000000001,8.0,0.0,0.0,8.0,3.3695,0.0,0.0,7.100000000000001
rzsm>0.9_pr>80,ssp245,2081,4,10,15,0,0,6,0,9,51,0,13,0,0,0,34,23,0,0,0,4,4,9,15,0,0,6,0,9,51,0,13,0,0,0,34,23,0,0,0,4,1,1,1,0,0,2,0,2,6,0,1,0,0,0,6,4,0,0,0,1,4,9,15,0,0,3,0,6,16,0,13,0,0,0,7,12,0,0,0,4,4.0,9.0,15.0,0.0,0.0,3.0,0.0,4.5,8.5,0.0,13.0,0.0,0.0,0.0,5.67,5.75,0.0,0.0,0.0,4.0,8.45,2.0,0.0,24.100000000000016,8.4,2.0,0.0,24.100000000000016,1.25,0.5,0.0,4.200000000000003,4.45,1.5,0.0,13.200000000000003,3.621,1.5,0.0,9.400000000000006
rzsm>0.9_pr>80,ssp245,2082,6,26,21,7,1,7,0,0,4,13,4,0,20,6,2,13,0,0,4,0,6,26,21,7,0,7,0,0,4,13,4,0,20,6,2,13,0,0,4,0,2,5,4,2,0,2,0,0,1,3,1,0,4,1,1,3,0,0,1,0,4,6,7,4,0,5,0,0,4,5,4,0,7,6,2,5,0,0,4,0,3.0,5.2,5.25,3.5,0.0,3.5,0.0,0.0,4.0,4.33,4.0,0.0,5.0,6.0,2.0,4.33,0.0,0.0,4.0,0.0,6.7,4.0,0.0,20.1,6.65,4.0,0.0,20.1,1.5,1.0,0.0,4.0,3.15,4.0,0.0,6.100000000000001,2.7055,3.5,0.0,5.205
rzsm>0.9_pr>80,ssp245,2083,6,8,15,0,0,7,14,2,10,0,6,0,1,20,0,17,0,23,7,7,6,7,15,0,0,6,14,2,9,0,6,0,0,19,0,17,0,23,6,7,1,2,4,0,0,2,3,1,2,0,1,0,0,4,0,3,0,5,1,1,6,5,6,0,0,4,5,2,5,0,6,0,0,6,0,9,0,9,6,7,6.0,3.5,3.75,0.0,0.0,3.0,4.67,2.0,4.5,0.0,6.0,0.0,0.0,4.75,0.0,5.67,0.0,4.6,6.0,7.0,7.15,6.5,0.0,17.300000000000004,6.85,6.0,0.0,17.200000000000003,1.5,1.0,0.0,4.0,3.8,5.0,0.0,7.200000000000003,3.072,3.625,0.0,6.0
rzsm>0.9_pr>80,ssp245,2084,0,0,8,4,0,13,34,22,18,0,13,0,11,29,0,10,66,0,0,8,0,0,6,3,0,13,34,20,18,0,13,0,11,28,0,10,66,0,0,8,0,0,1,1,0,4,5,4,2,0,3,0,2,6,0,2,2,0,0,1,0,0,6,3,0,5,9,12,16,0,5,0,7,8,0,8,61,0,0,8,0.0,0.0,6.0,3.0,0.0,3.25,6.8,5.0,9.0,0.0,4.33,0.0,5.5,4.67,0.0,5.0,33.0,0.0,0.0,8.0,11.8,8.0,0.0,29.500000000000007,11.5,7.0,0.0,28.60000000000001,1.65,1.0,0.0,4.100000000000001,7.4,5.0,0.0,12.400000000000006,4.6775,3.79,0.0,8.100000000000001
rzsm>0.9_pr>80,ssp245,2085,0,11,3,12,6,6,12,0,31,10,8,0,0,12,0,29,50,0,2,3,0,11,3,12,5,6,11,0,31,10,8,0,0,12,0,29,50,0,2,3,0,2,1,3,1,1,2,0,4,2,1,0,0,1,0,5,5,0,1,1,0,6,3,5,5,6,9,0,10,8,8,0,0,12,0,7,25,0,2,3,0.0,5.5,3.0,4.0,5.0,6.0,5.5,0.0,7.75,5.0,8.0,0.0,0.0,12.0,0.0,5.8,10.0,0.0,2.0,3.0,9.75,6.0,0.0,29.200000000000003,9.65,5.5,0.0,29.200000000000003,1.5,1.0,0.0,4.100000000000001,5.45,5.0,0.0,10.200000000000003,4.1274999999999995,4.5,0.0,8.200000000000003
rzsm>0.9_pr>80,ssp245,2086,5,0,0,5,0,0,34,4,16,23,9,10,7,8,7,0,0,0,5,21,5,0,0,5,0,0,34,4,16,23,8,10,7,8,7,0,0,0,5,21,1,0,0,1,0,0,6,1,2,3,2,2,2,2,1,0,0,0,2,3,5,0,0,5,0,0,7,4,9,10,4,5,4,6,7,0,0,0,3,9,5.0,0.0,0.0,5.0,0.0,0.0,5.67,4.0,8.0,7.67,4.0,5.0,3.5,4.0,7.0,0.0,0.0,0.0,2.5,7.0,7.7,5.0,0.0,21.200000000000003,7.65,5.0,0.0,21.200000000000003,1.4,1.0,0.0,3.0,3.9,4.0,0.0,9.0,3.4170000000000003,4.0,0.0,7.067000000000001
rzsm>0.9_pr>80,ssp245,2087,7,4,6,6,0,0,0,7,0,0,5,0,4,24,14,0,0,0,0,0,7,4,5,6,0,0,0,7,0,0,5,0,4,23,14,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,1,0,1,4,2,0,0,0,0,0,7,4,5,6,0,0,0,4,0,0,5,0,4,7,9,0,0,0,0,0,7.0,4.0,5.0,6.0,0.0,0.0,0.0,3.5,0.0,0.0,5.0,0.0,4.0,5.75,7.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,7.70000000000001,3.75,0.0,0.0,7.70000000000001,0.7,0.0,0.0,2.0,2.55,0.0,0.0,7.0,2.3625,0.0,0.0,6.100000000000001
rzsm>0.9_pr>80,ssp245,2088,3,24,5,5,6,0,7,1,17,0,0,16,5,29,8,0,15,3,0,0,3,24,5,5,6,0,7,0,17,0,0,16,5,29,6,0,15,3,0,0,1,2,1,1,2,0,2,0,3,0,0,3,1,5,1,0,1,1,0,0,3,17,5,5,4,0,5,0,9,0,0,6,5,8,6,0,15,3,0,0,3.0,12.0,5.0,5.0,3.0,0.0,3.5,0.0,5.67,0.0,0.0,5.33,5.0,5.8,6.0,0.0,15.0,3.0,0.0,0.0,7.2,5.0,0.0,17.70000000000001,7.05,5.0,0.0,17.70000000000001,1.2,1.0,0.0,3.0,4.55,4.5,0.0,9.600000000000009,3.8649999999999998,3.25,0.0,6.6000000000000085
rzsm>0.9_pr>80,ssp245,2089,7,4,35,0,0,0,0,11,51,58,3,1,12,0,20,0,34,0,0,0,7,4,35,0,0,0,0,11,51,58,2,0,12,0,20,0,34,0,0,0,2,1,6,0,0,0,0,3,5,5,1,0,3,0,4,0,2,0,0,0,4,4,9,0,0,0,0,5,23,23,2,0,5,0,12,0,19,0,0,0,3.5,4.0,5.83,0.0,0.0,0.0,0.0,3.67,10.2,11.6,2.0,0.0,4.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,11.8,2.0,0.0,36.60000000000002,11.7,1.0,0.0,36.60000000000002,1.6,0.5,0.0,5.0,5.3,1.0,0.0,19.400000000000006,3.34,1.0,0.0,10.340000000000002
rzsm>0.9_pr>80,ssp245,2090,19,0,16,6,0,14,2,21,1,0,0,4,9,5,15,0,1,0,7,27,18,0,16,6,0,14,2,21,0,0,0,4,9,5,15,0,0,0,7,27,3,0,3,1,0,2,1,3,0,0,0,1,2,1,3,0,0,0,1,4,10,0,6,6,0,7,2,10,0,0,0,4,5,5,6,0,0,0,7,7,6.0,0.0,5.33,6.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,4.0,4.5,5.0,5.0,0.0,0.0,0.0,7.0,6.75,7.35,4.5,0.0,19.200000000000003,7.2,4.5,0.0,18.300000000000004,1.25,1.0,0.0,3.0,3.75,4.5,0.0,7.300000000000004,3.279,4.25,0.0,7.0
rzsm>0.9_pr>80,ssp245,2091,0,0,0,0,0,3,4,2,13,21,1,0,12,0,0,0,87,1,6,0,0,0,0,0,0,3,4,2,13,21,0,0,12,0,0,0,87,0,6,0,0,0,0,0,0,1,1,1,3,4,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,3,4,2,6,8,0,0,6,0,0,0,57,0,6,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,4.33,5.25,0.0,0.0,6.0,0.0,0.0,0.0,21.75,0.0,6.0,0.0,7.5,0.5,0.0,13.800000000000011,7.4,0.0,0.0,13.800000000000011,0.85,0.0,0.0,3.1000000000000014,4.6,0.0,0.0,6.200000000000003,2.6165,0.0,0.0,6.0
rzsm>0.9_pr>80,ssp245,2092,5,0,3,8,0,0,18,13,48,35,19,0,6,13,0,6,167,12,6,46,5,0,3,6,0,0,18,13,48,35,19,0,6,13,0,6,167,11,5,45,1,0,1,1,0,0,1,3,5,6,3,0,1,2,0,1,6,2,2,6,5,0,3,6,0,0,18,6,15,11,8,0,6,9,0,6,68,8,3,20,5.0,0.0,3.0,6.0,0.0,0.0,18.0,4.33,9.6,5.83,6.33,0.0,6.0,6.5,0.0,6.0,27.83,5.5,2.5,7.5,20.25,7.0,0.0,46.2,20.0,6.0,0.0,45.300000000000004,2.05,1.0,0.0,6.0,9.6,6.0,0.0,18.200000000000003,5.996,5.665,0.0,10.440000000000012
rzsm>0.9_pr>80,ssp245,2093,21,13,26,5,4,0,31,26,1,0,16,0,0,5,0,21,15,10,18,0,20,13,26,5,4,0,30,25,0,0,15,0,0,5,0,21,15,10,18,0,3,2,4,1,1,0,6,3,0,0,4,0,0,1,0,4,2,2,3,0,11,8,10,5,4,0,9,14,0,0,5,0,0,5,0,6,8,8,8,0,6.67,6.5,6.5,5.0,4.0,0.0,5.0,8.33,0.0,0.0,3.75,0.0,0.0,5.0,0.0,5.25,7.5,5.0,6.0,0.0,10.6,7.5,0.0,26.0,10.35,7.5,0.0,25.1,1.8,1.5,0.0,4.0,5.05,5.0,0.0,10.100000000000001,3.725,5.0,0.0,6.753000000000001
rzsm>0.9_pr>80,ssp245,2094,3,6,0,0,0,8,12,9,18,0,4,0,15,0,0,15,0,0,11,0,3,5,0,0,0,7,12,9,18,0,4,0,15,0,0,15,0,0,11,0,1,1,0,0,0,2,2,3,2,0,1,0,3,0,0,4,0,0,2,0,3,5,0,0,0,5,7,4,16,0,4,0,7,0,0,5,0,0,7,0,3.0,5.0,0.0,0.0,0.0,3.5,6.0,3.0,9.0,0.0,4.0,0.0,5.0,0.0,0.0,3.75,0.0,0.0,5.5,0.0,5.05,1.5,0.0,15.0,4.95,1.5,0.0,15.0,1.05,0.5,0.0,3.0,3.15,1.5,0.0,7.0,2.3875,1.5,0.0,5.550000000000001
rzsm>0.9_pr>80,ssp245,2095,4,0,0,4,0,0,5,0,2,12,0,5,67,8,0,2,0,0,6,0,4,0,0,4,0,0,5,0,0,12,0,5,65,7,0,2,0,0,6,0,1,0,0,1,0,0,1,0,0,2,0,1,9,2,0,1,0,0,1,0,4,0,0,4,0,0,5,0,0,10,0,5,23,5,0,2,0,0,6,0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0,7.22,3.5,0.0,2.0,0.0,0.0,6.0,0.0,5.75,1.0,0.0,8.400000000000006,5.5,0.0,0.0,7.500000000000007,0.95,0.0,0.0,2.0,3.2,0.0,0.0,6.400000000000006,2.136,0.0,0.0,6.0
rzsm>0.9_pr>80,ssp245,2096,5,0,5,6,0,0,4,18,6,0,18,11,13,9,10,0,0,8,0,4,4,0,5,5,0,0,4,18,6,0,17,11,12,9,10,0,0,8,0,4,1,0,1,1,0,0,1,2,1,0,3,2,3,2,1,0,0,1,0,1,4,0,5,5,0,0,4,13,6,0,7,7,7,6,10,0,0,8,0,4,4.0,0.0,5.0,5.0,0.0,0.0,4.0,9.0,6.0,0.0,5.67,5.5,4.0,4.5,10.0,0.0,0.0,8.0,0.0,4.0,5.85,5.0,0.0,13.500000000000007,5.65,4.5,0.0,12.500000000000007,1.0,1.0,0.0,2.1000000000000014,4.3,4.5,0.0,8.200000000000003,3.7335000000000003,4.0,0.0,8.100000000000001
rzsm>0.9_pr>80,ssp245,2097,15,5,0,6,0,0,18,17,0,22,23,0,47,0,4,0,3,0,0,4,15,5,0,6,0,0,18,17,0,22,22,0,47,0,4,0,3,0,0,4,3,2,0,1,0,0,3,2,0,3,5,0,11,0,1,0,1,0,0,1,6,3,0,6,0,0,8,9,0,11,7,0,7,0,4,0,3,0,0,4,5.0,2.5,0.0,6.0,0.0,0.0,6.0,8.5,0.0,7.33,4.4,0.0,4.27,0.0,4.0,0.0,3.0,0.0,0.0,4.0,8.2,3.5,0.0,22.1,8.15,3.5,0.0,22.0,1.65,1.0,0.0,3.200000000000003,3.4,3.0,0.0,8.100000000000001,2.75,2.75,0.0,6.133000000000002
rzsm>0.9_pr>80,ssp245,2098,13,0,5,5,0,0,0,1,17,6,2,0,4,11,24,6,1,0,0,15,13,0,5,5,0,0,0,0,17,6,2,0,4,11,24,5,0,0,0,15,2,0,1,1,0,0,0,0,3,1,1,0,1,2,5,1,0,0,0,2,7,0,5,5,0,0,0,0,7,6,2,0,4,7,7,5,0,0,0,11,6.5,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.67,6.0,2.0,0.0,4.0,5.5,4.8,5.0,0.0,0.0,0.0,7.5,5.5,3.0,0.0,15.200000000000003,5.35,3.0,0.0,15.200000000000003,1.0,1.0,0.0,2.1000000000000014,3.3,3.0,0.0,7.0,2.8485,3.0,0.0,6.050000000000001
rzsm>0.9_pr>80,ssp245,2099,15,5,18,0,0,5,0,0,27,17,6,0,0,40,0,0,24,0,7,0,15,5,18,0,0,5,0,0,27,17,6,0,0,40,0,0,24,0,7,0,3,1,4,0,0,1,0,0,4,3,1,0,0,4,0,0,1,0,2,0,5,5,6,0,0,5,0,0,13,9,6,0,0,17,0,0,24,0,5,0,5.0,5.0,4.5,0.0,0.0,5.0,0.0,0.0,6.75,5.67,6.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,3.5,0.0,8.2,2.5,0.0,24.300000000000004,8.2,2.5,0.0,24.300000000000004,1.2,0.5,0.0,4.0,4.75,2.5,0.0,13.400000000000006,3.771,1.75,0.0,7.075000000000005
rzsm>0.95_pr>50,ssp245,2015,0,19,0,13,0,0,0,19,0,0,14,17,6,32,0,6,9,0,0,1,0,19,0,13,0,0,0,19,0,0,14,17,6,32,0,6,9,0,0,0,0,4,0,2,0,0,0,4,0,0,2,4,1,7,0,1,1,0,0,0,0,8,0,8,0,0,0,6,0,0,9,6,6,6,0,6,9,0,0,0,0.0,4.75,0.0,6.5,0.0,0.0,0.0,4.75,0.0,0.0,7.0,4.25,6.0,4.57,0.0,6.0,9.0,0.0,0.0,0.0,6.8,0.5,0.0,19.0,6.75,0.0,0.0,19.0,1.3,0.0,0.0,4.0,3.2,0.0,0.0,8.100000000000001,2.641,0.0,0.0,6.550000000000001
rzsm>0.95_pr>50,ssp245,2016,7,0,0,0,0,5,9,1,0,15,7,6,28,38,5,9,0,13,27,0,7,0,0,0,0,5,8,0,0,15,6,6,28,37,5,9,0,13,27,0,1,0,0,0,0,1,2,0,0,2,1,1,6,7,1,2,0,3,3,0,7,0,0,0,0,5,6,0,0,9,6,6,6,15,5,6,0,6,15,0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,7.5,6.0,6.0,4.67,5.29,5.0,4.5,0.0,4.33,9.0,0.0,8.5,5.5,0.0,27.1,8.3,5.5,0.0,27.1,1.5,1.0,0.0,3.3000000000000043,4.6,5.5,0.0,9.600000000000009,3.4144999999999994,4.415,0.0,7.050000000000001
rzsm>0.95_pr>50,ssp245,2017,4,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,7,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,7,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,4,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,3.5,3.0,2.5,0.0,0.0,7.500000000000007,2.35,0.0,0.0,7.500000000000007,0.45,0.0,0.0,2.0,1.5,0.0,0.0,4.200000000000003,1.1415,0.0,0.0,3.7500000000000036
rzsm>0.95_pr>50,ssp245,2018,9,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,28,0,0,9,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,2.4,0.0,0.0,6.300000000000004,2.3,0.0,0.0,6.300000000000004,0.4,0.0,0.0,1.1000000000000014,1.3,0.0,0.0,6.0,1.0625,0.0,0.0,4.650000000000002
rzsm>0.95_pr>50,ssp245,2019,0,22,0,10,0,11,0,9,7,0,8,0,0,0,0,0,0,25,0,0,0,22,0,10,0,10,0,9,6,0,8,0,0,0,0,0,0,25,0,0,0,5,0,2,0,3,0,2,1,0,1,0,0,0,0,0,0,3,0,0,0,6,0,7,0,6,0,7,6,0,8,0,0,0,0,0,0,16,0,0,0.0,4.4,0.0,5.0,0.0,3.33,0.0,4.5,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,4.6,0.0,0.0,12.100000000000016,4.5,0.0,0.0,11.200000000000017,0.85,0.0,0.0,3.0,2.8,0.0,0.0,7.100000000000001,1.9780000000000002,0.0,0.0,6.200000000000003
rzsm>0.95_pr>50,ssp245,2020,33,15,0,42,0,0,0,50,0,0,0,0,31,17,40,0,0,2,16,0,33,15,0,41,0,0,0,50,0,0,0,0,29,17,40,0,0,2,16,0,4,2,0,6,0,0,0,8,0,0,0,0,3,1,4,0,0,1,3,0,12,9,0,13,0,0,0,12,0,0,0,0,19,17,18,0,0,2,8,0,8.25,7.5,0.0,6.83,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,9.67,17.0,10.0,0.0,0.0,2.0,5.33,0.0,12.3,0.0,0.0,40.2,12.15,0.0,0.0,40.1,1.6,0.0,0.0,4.200000000000003,5.5,0.0,0.0,17.1,3.6414999999999997,0.0,0.0,9.703000000000001
rzsm>0.95_pr>50,ssp245,2021,0,2,17,59,0,0,0,52,0,42,5,0,57,13,0,5,0,1,6,3,0,2,17,59,0,0,0,52,0,42,5,0,57,13,0,5,0,0,6,3,0,1,3,6,0,0,0,9,0,6,1,0,8,2,0,1,0,0,2,1,0,2,11,15,0,0,0,11,0,13,5,0,8,7,0,5,0,0,4,3,0.0,2.0,5.67,9.83,0.0,0.0,0.0,5.78,0.0,7.0,5.0,0.0,7.12,6.5,0.0,5.0,0.0,0.0,3.0,3.0,13.1,2.5,0.0,52.50000000000001,13.05,2.5,0.0,52.50000000000001,2.0,1.0,0.0,6.200000000000003,4.2,2.5,0.0,11.200000000000003,2.995,2.5,0.0,7.0120000000000005
rzsm>0.95_pr>50,ssp245,2022,3,0,0,0,0,0,12,0,0,0,0,3,53,23,12,33,22,1,0,0,3,0,0,0,0,0,12,0,0,0,0,3,52,21,12,31,21,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,4,4,2,5,2,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,22,9,7,10,17,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,13.0,5.25,6.0,6.2,10.5,0.0,0.0,0.0,8.1,0.0,0.0,24.000000000000014,7.75,0.0,0.0,22.000000000000014,1.05,0.0,0.0,4.0,3.9,0.0,0.0,10.70000000000001,2.6475,0.0,0.0,6.630000000000006
rzsm>0.95_pr>50,ssp245,2023,14,12,0,0,1,30,0,0,0,0,0,0,73,13,0,29,2,0,5,29,14,12,0,0,0,29,0,0,0,0,0,0,73,12,0,29,2,0,5,28,4,2,0,0,0,6,0,0,0,0,0,0,11,2,0,4,1,0,1,3,6,6,0,0,0,7,0,0,0,0,0,0,14,6,0,16,2,0,5,14,3.5,6.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,6.64,6.0,0.0,7.25,2.0,0.0,5.0,9.33,10.4,0.5,0.0,29.1,10.2,0.0,0.0,29.0,1.7,0.0,0.0,4.200000000000003,3.8,0.0,0.0,14.0,2.5275,0.0,0.0,6.7010000000000005
